title,genres,runtime,vote_average,vote_count,year
The Iron Giant,"['adventure', 'animation', 'family', 'fantasy', 'science fiction']",86.0,7.6,1470,1999
The Sixth Sense,"['mystery', 'thriller', 'drama']",107.0,7.7,3223,1999
The Thomas Crown Affair,"['drama', 'crime', 'romance']",113.0,6.7,349,1999
The Thomas Crown Affair,"['romance', 'crime', 'thriller', 'drama']",102.0,6.9,95,2068
The Acid House,"['comedy', 'drama']",106.0,6.4,33,1998
The Adventures of Sebastian Cole,"['drama', 'comedy']",99.0,6.5,2,1998
Illuminata,['drama'],119.0,6.3,7,1998
Stiff Upper Lips,['comedy'],99.0,10.0,1,1998
The Yards,"['drama', 'action', 'thriller', 'crime']",115.0,6.0,98,2000
Bowfinger,['comedy'],97.0,6.0,258,1999
Brokedown Palace,"['drama', 'thriller']",100.0,6.2,115,1999
Detroit Rock City,"['comedy', 'music']",95.0,6.7,102,1999
Alice and Martin,"['drama', 'romance']",124.0,6.0,6,1998
Better Than Chocolate,"['drama', 'romance']",101.0,6.4,25,1999
Head On,['drama'],104.0,5.8,18,1998
Marcello Mastroianni: I Remember,['documentary'],198.0,5.5,2,1997
Cobra,"['drama', 'romance']",70.0,6.7,3,2025
Never Talk to Strangers,"['thriller', 'romance']",86.0,4.7,31,1995
Heaven Can Wait,"['fantasy', 'drama', 'comedy', 'romance']",101.0,6.4,84,1978
The Raven,"['comedy', 'fantasy', 'horror']",86.0,6.3,56,2063
The Tingler,['horror'],82.0,6.4,34,2059
The Pit and the Pendulum,"['fantasy', 'horror', 'drama']",80.0,6.9,67,2061
The Tomb of Ligeia,"['horror', 'drama']",81.0,5.8,43,2064
The Masque of the Red Death,"['drama', 'horror']",90.0,6.6,62,2064
Tales of Terror,"['thriller', 'comedy', 'horror', 'mystery']",89.0,6.3,35,2062
Haunted Honeymoon,"['comedy', 'horror', 'music']",82.0,5.4,45,1986
Cat's Eye,"['comedy', 'thriller', 'horror']",94.0,5.9,140,1985
And Now for Something Completely Different,['comedy'],88.0,7.1,139,1971
Damien: Omen II,"['action', 'drama', 'horror', 'thriller']",107.0,6.1,170,1978
Omen III: The Final Conflict,"['drama', 'horror', 'thriller']",108.0,5.5,132,1981
Airplane!,['comedy'],88.0,7.1,1104,1980
Airplane II: The Sequel,['comedy'],85.0,6.0,276,1982
An American Werewolf in Paris,"['horror', 'comedy']",105.0,5.3,154,1997
National Lampoon’s European Vacation,"['adventure', 'comedy', 'romance']",95.0,6.0,232,1985
National Lampoon's Vacation,"['comedy', 'adventure', 'romance']",98.0,7.1,412,1983
Funny Farm,['comedy'],101.0,6.0,74,1988
Big,"['fantasy', 'drama', 'comedy', 'romance', 'family']",104.0,6.9,1022,1988
Problem Child,['comedy'],81.0,5.5,152,1990
Problem Child 2,['comedy'],90.0,5.2,101,1991
Little Nemo: Adventures In Slumberland,"['adventure', 'animation', 'family', 'fantasy']",85.0,7.1,36,1989
Oscar and Lucinda,"['drama', 'romance']",132.0,6.2,26,1997
Tequila Sunrise,"['action', 'adventure', 'crime', 'romance', 'thriller']",115.0,6.0,116,1988
The Pelican Brief,"['drama', 'mystery', 'thriller', 'crime']",141.0,6.3,377,1993
A Christmas Story,"['comedy', 'family']",94.0,7.4,352,1983
Mickey Blue Eyes,"['comedy', 'crime', 'romance']",102.0,5.3,142,1999
Teaching Mrs. Tingle,"['comedy', 'thriller']",96.0,5.3,94,1999
Universal Soldier: The Return,"['action', 'science fiction']",82.0,4.2,138,1999
Universal Soldier,"['thriller', 'action', 'science fiction', 'crime']",102.0,5.8,382,1992
Love Stinks,"['comedy', 'romance']",94.0,5.4,11,1999
Perfect Blue,"['animation', 'thriller']",81.0,7.9,261,1997
With Friends Like These...,"['horror', 'science fiction']",105.0,0.0,0,1998
In Too Deep,"['drama', 'action', 'thriller', 'crime']",97.0,6.3,18,1999
The Source,"['documentary', 'foreign']",88.0,4.9,5,1999
The Bat,"['horror', 'mystery', 'thriller']",80.0,5.9,18,2059
Iron Eagle,"['action', 'thriller', 'war']",117.0,4.8,64,1986
Iron Eagle II,"['action', 'adventure', 'drama', 'thriller']",105.0,4.3,17,1988
Iron Eagle III,"['action', 'thriller']",98.0,3.6,15,1992
Iron Eagle IV,"['action', 'adventure']",96.0,3.2,8,1995
Three Days of the Condor,"['action', 'thriller', 'mystery']",117.0,7.2,234,1975
Hamlet from the Lunt-Fontanne Theatre,[],191.0,6.0,2,2064
Male and Female,"['adventure', 'drama']",116.0,5.0,1,2019
Medicine Man,['adventure'],106.0,5.8,114,1992
The Spiders - The Golden Sea,['adventure'],69.0,5.7,5,2019
On the Ropes,[],94.0,5.0,1,1999
Rosie,[],0.0,5.0,2,1998
The 13th Warrior,"['adventure', 'fantasy', 'action']",102.0,6.4,524,1999
The Astronaut's Wife,"['drama', 'science fiction', 'thriller']",109.0,5.5,263,1999
Dudley Do-Right,"['comedy', 'family', 'romance']",77.0,3.8,49,1999
The Muse,"['fantasy', 'comedy']",97.0,5.3,31,1999
Cabaret Balkan,['drama'],102.0,7.3,4,1998
A Dog Of Flanders,"['drama', 'family']",96.0,6.4,6,1999
The Lost Son,"['mystery', 'thriller']",102.0,5.8,6,1999
Lucie Aubrac,['drama'],115.0,5.9,8,1997
The Very Thought of You,"['comedy', 'romance']",88.0,5.0,11,1998
Chill Factor,"['action', 'comedy', 'thriller']",101.0,5.3,30,1999
Outside Providence,"['romance', 'comedy', 'drama']",96.0,5.6,30,1999
Bedrooms and Hallways,"['comedy', 'drama', 'romance']",96.0,5.9,11,1998
I Woke Up Early The Day I Died,['comedy'],90.0,4.7,3,1998
West Beyrouth,"['romance', 'drama', 'comedy']",105.0,8.8,5,1998
Stigmata,['horror'],103.0,6.0,248,1999
Stir of Echoes,"['horror', 'mystery', 'thriller']",99.0,6.5,334,1999
Best Laid Plans,"['drama', 'thriller', 'crime']",92.0,6.0,30,1999
"Black Cat, White Cat","['comedy', 'romance']",127.0,7.7,160,1998
The Minus Man,"['drama', 'thriller']",111.0,6.4,19,1999
Whiteboyz,"['comedy', 'drama', 'music']",92.0,4.8,4,1999
The Adventures of Milo and Otis,"['adventure', 'drama', 'family']",90.0,6.7,54,1986
Only Angels Have Wings,"['action', 'adventure', 'drama', 'romance']",121.0,7.0,47,2039
Othello,"['drama', 'romance']",90.0,6.5,35,2051
Queens Logic,"['comedy', 'drama']",100.0,5.7,6,1991
Public Access,"['drama', 'thriller']",90.0,5.5,3,1993
A Soldier's Story,"['drama', 'mystery', 'war']",101.0,6.2,54,1984
Alice Sweet Alice,"['horror', 'mystery', 'thriller']",98.0,6.4,58,1976
Don't Look in the Basement,"['horror', 'thriller']",89.0,5.2,19,1973
Nightmares,"['science fiction', 'horror']",99.0,5.4,23,1983
I Saw What You Did,"['horror', 'mystery', 'thriller']",82.0,5.8,11,2065
Yellow Submarine,"['animation', 'fantasy', 'music']",90.0,7.1,114,2068
American Beauty,['drama'],122.0,7.9,3438,1999
Stop Making Sense,"['documentary', 'music']",88.0,8.7,47,1984
Blue Streak,"['action', 'comedy', 'crime']",93.0,6.1,359,1999
For Love of the Game,"['drama', 'romance']",137.0,6.3,88,1999
Caligula,"['drama', 'history', 'romance']",156.0,5.3,147,1979
A Hard Day's Night,"['comedy', 'music']",88.0,7.3,172,2064
Splendor,['comedy'],93.0,5.5,14,1999
Sugar Town,['comedy'],92.0,5.5,2,1999
The Buddy Holly Story,['drama'],113.0,7.5,33,1978
Fright Night,['horror'],106.0,6.9,279,1985
Fright Night Part 2,"['comedy', 'horror']",104.0,6.4,81,1988
La séparation,"['drama', 'foreign']",88.0,5.4,7,1994
Barefoot in the Park,"['comedy', 'romance']",106.0,6.9,105,2067
Deliverance,"['drama', 'adventure', 'thriller']",109.0,7.2,441,1972
Excalibur,"['fantasy', 'adventure']",140.0,7.1,241,1981
Lulu on the Bridge,"['drama', 'mystery', 'romance', 'thriller']",103.0,5.8,5,1998
The Pajama Game,"['comedy', 'music']",101.0,6.3,12,2057
Sommersby,"['drama', 'thriller', 'mystery', 'romance']",109.0,6.0,82,1993
Thumbelina,"['animation', 'drama', 'family', 'fantasy']",87.0,6.1,117,1994
Tommy,"['drama', 'music']",111.0,6.5,69,1975
Hell Night,['horror'],101.0,5.6,32,1981
Armour of God II: Operation Condor,"['action', 'adventure', 'crime', 'thriller']",106.0,7.0,109,1991
Armour of God,"['adventure', 'action', 'comedy']",88.0,6.8,111,1986
Double Jeopardy,"['crime', 'drama', 'mystery', 'thriller']",105.0,6.2,282,1999
Jakob the Liar,"['comedy', 'drama', 'history']",120.0,6.1,91,1999
Mumford,"['comedy', 'drama', 'romance']",112.0,6.3,27,1999
Dog Park,"['romance', 'comedy']",91.0,5.8,4,1998
Guinevere,"['drama', 'romance']",104.0,5.9,9,1999
The Adventures of Elmo in Grouchland,['family'],73.0,6.3,14,1999
Simon Sez,"['action', 'comedy', 'thriller']",85.0,3.6,17,1999
Drive Me Crazy,"['drama', 'comedy', 'romance', 'family']",91.0,5.8,62,1999
"Mystery, Alaska","['drama', 'comedy']",119.0,6.0,71,1999
Three Kings,"['action', 'adventure', 'comedy']",114.0,6.6,709,1999
"Happy, Texas","['comedy', 'crime']",98.0,5.5,39,1999
New Rose Hotel,"['drama', 'science fiction', 'mystery']",93.0,5.0,24,1998
Plunkett & MacLeane,"['drama', 'action', 'comedy']",93.0,6.1,49,1999
Romance,"['romance', 'drama', 'comedy']",27.0,0.0,0,2012
Napoleon and Samantha,"['action', 'adventure', 'drama', 'family']",92.0,6.6,8,1972
Alvarez Kelly,"['action', 'war', 'western']",116.0,6.6,10,2066
And the Ship Sails On,"['comedy', 'drama', 'foreign', 'music']",128.0,7.0,22,1983
The Dark Half,"['mystery', 'horror']",122.0,5.4,91,1993
Gulliver's Travels,"['action', 'adventure', 'animation', 'family']",76.0,6.3,26,2039
Monkey Shines,"['thriller', 'drama', 'horror', 'science fiction']",113.0,6.2,58,1988
Phantasm,"['horror', 'science fiction']",89.0,6.5,166,1979
Psycho II,"['horror', 'mystery', 'thriller']",113.0,6.0,128,1983
Psycho III,"['horror', 'thriller']",93.0,5.4,79,1986
Rain,['drama'],94.0,5.1,8,2032
Sanjuro,"['drama', 'action', 'comedy']",96.0,7.8,122,2062
Random Hearts,"['drama', 'romance']",133.0,5.3,63,1999
Superstar,"['comedy', 'family']",81.0,5.0,85,1999
Boys Don't Cry,"['crime', 'drama']",118.0,7.2,360,1999
"Five Wives, Three Secretaries and Me",['documentary'],0.0,0.0,0,1999
L'ennui,"['drama', 'romance']",122.0,6.1,12,1998
The Grandfather,"['drama', 'foreign']",151.0,6.7,11,1998
The Limey,"['action', 'crime', 'drama', 'mystery', 'thriller']",89.0,6.6,110,1999
The Mating Habits of the Earthbound Human,"['comedy', 'romance', 'science fiction']",88.0,6.4,18,1999
Molly,"['drama', 'comedy', 'romance']",102.0,5.5,14,1999
Risky Business,"['comedy', 'romance']",98.0,6.4,340,1983
Total Recall,"['action', 'adventure', 'science fiction']",113.0,7.1,1745,1990
Body Heat,"['drama', 'thriller', 'crime', 'romance']",113.0,7.1,128,1981
Ferris Bueller's Day Off,['comedy'],103.0,7.5,1340,1986
The Year of Living Dangerously,"['war', 'drama', 'romance']",115.0,6.8,84,1982
Children of Paradise,"['drama', 'romance']",191.0,7.9,79,2045
High Plains Drifter,['western'],105.0,7.4,284,1973
Hang 'em High,['western'],114.0,6.7,197,2068
Citizen's Band,['comedy'],98.0,4.7,6,1977
Drunken Master,"['action', 'comedy']",111.0,7.2,178,1978
The Conformist,['drama'],107.0,7.6,129,1970
Hairspray,"['comedy', 'family', 'music']",92.0,6.6,102,1988
Brief Encounter,"['drama', 'romance']",86.0,7.6,123,2045
The Razor's Edge,['drama'],129.0,6.9,16,1984
Reds,"['drama', 'history']",195.0,7.1,70,1981
Return with Honor,['documentary'],101.0,4.0,2,1999
Time of the Gypsies,"['drama', 'comedy', 'crime', 'fantasy']",142.0,7.2,53,1988
Days of Heaven,"['drama', 'romance']",94.0,7.6,236,1978
The Fire Within,['drama'],108.0,7.4,38,2063
El Amor Brujo,[],100.0,7.0,4,1986
The Lady Eve,"['comedy', 'romance']",97.0,7.5,74,2041
Sullivan's Travels,"['adventure', 'comedy', 'drama', 'romance']",90.0,8.0,100,2041
The Palm Beach Story,"['comedy', 'romance']",88.0,7.3,46,2042
Man Facing Southeast,"['mystery', 'science fiction', 'drama']",103.0,7.1,12,1986
Niagara,"['crime', 'drama', 'thriller']",92.0,6.7,84,2053
Gilda,"['drama', 'romance', 'thriller']",110.0,7.6,113,2046
South Pacific,"['music', 'romance', 'war']",157.0,6.3,29,2058
Flashdance,"['drama', 'music', 'romance']",95.0,6.1,313,1983
Indochine,"['drama', 'romance']",148.0,7.2,32,1992
The Dirty Dozen,"['action', 'adventure', 'war']",150.0,7.5,309,2067
Mike's Murder,"['drama', 'mystery', 'thriller']",109.0,5.5,4,1984
Help!,"['comedy', 'music']",92.0,6.5,85,2065
Goldfinger,"['adventure', 'action', 'thriller']",110.0,7.2,1005,2064
From Russia with Love,"['action', 'thriller', 'adventure']",115.0,6.9,773,2063
Dr. No,"['adventure', 'action', 'thriller']",110.0,6.9,953,2062
The Blue Lagoon,"['romance', 'adventure', 'drama']",104.0,5.8,422,1980
A Fistful of Dollars,['western'],99.0,7.6,909,2064
Hard Eight,"['drama', 'thriller']",96.0,6.8,177,1996
Home Alone 2: Lost in New York,"['comedy', 'family', 'adventure', 'crime']",120.0,6.3,2459,1992
Penitentiary,"['action', 'drama']",99.0,4.9,8,1979
Penitentiary II,"['action', 'thriller']",108.0,3.0,1,1982
Someone to Watch Over Me,"['crime', 'drama', 'romance', 'thriller']",106.0,5.8,38,1987
Sparrows,['drama'],84.0,8.0,9,2026
Naturally Native,['drama'],107.0,0.0,0,1999
Fight Club,['drama'],139.0,8.3,9678,1999
Beefcake,"['drama', 'history', 'documentary']",97.0,4.6,10,1998
The Story of Us,"['comedy', 'drama', 'romance']",95.0,5.9,75,1999
Fever Pitch,"['comedy', 'romance']",102.0,6.1,53,1997
Joe the King,"['crime', 'drama']",93.0,6.3,8,1999
Julien Donkey-Boy,"['comedy', 'drama']",96.0,7.1,27,1999
The Omega Code,"['horror', 'thriller']",100.0,4.4,17,1999
The Straight Story,['drama'],112.0,7.7,315,1999
The Bad Seed,"['crime', 'drama', 'horror', 'thriller']",129.0,7.1,91,2056
Time Bandits,"['family', 'fantasy', 'science fiction', 'adventure', 'comedy']",116.0,6.6,255,1981
A Man and a Woman,"['drama', 'romance']",102.0,7.2,33,2066
Fitzcarraldo,"['action', 'adventure', 'drama']",158.0,7.7,151,1982
All That Jazz,"['drama', 'music']",123.0,7.3,88,1979
Red Sorghum,"['drama', 'war']",91.0,7.0,36,1987
Crimes and Misdemeanors,"['comedy', 'drama']",104.0,7.4,201,1989
Bats,"['horror', 'thriller']",91.0,4.1,35,1999
The Best Man,"['drama', 'comedy']",120.0,6.8,38,1999
Bringing Out the Dead,['drama'],121.0,6.6,228,1999
Crazy in Alabama,"['comedy', 'drama']",111.0,6.5,13,1999
Three to Tango,"['comedy', 'romance']",98.0,5.4,63,1999
Body Shots,"['drama', 'romance']",106.0,4.7,21,1999
Men Cry Bullets,"['comedy', 'drama']",105.0,7.0,1,1998
Brother Can You Spare A Dime,['documentary'],103.0,6.0,1,1975
The Guardian,"['drama', 'horror', 'mystery', 'thriller']",92.0,5.3,32,1990
The Ipcress File,['thriller'],109.0,6.8,84,2065
On Any Sunday,['documentary'],96.0,6.9,7,1971
RoboCop,"['action', 'thriller', 'science fiction']",102.0,7.1,1494,1987
RoboCop 2,"['action', 'adventure', 'crime', 'science fiction', 'thriller']",117.0,5.6,498,1990
Who Framed Roger Rabbit,"['fantasy', 'animation', 'comedy', 'crime', 'family']",104.0,7.2,1466,1988
Melvin and Howard,"['comedy', 'drama']",95.0,6.8,18,1980
For Your Eyes Only,"['adventure', 'action', 'thriller']",127.0,6.3,497,1981
Licence to Kill,"['adventure', 'action', 'thriller']",133.0,5.9,549,1989
Live and Let Die,"['adventure', 'action', 'thriller']",121.0,6.4,540,1973
Rawhead Rex,['horror'],89.0,4.8,30,1986
Thunderball,"['adventure', 'action', 'thriller']",130.0,6.5,572,2065
The City,['drama'],88.0,7.6,9,1999
House on Haunted Hill,"['horror', 'mystery', 'thriller']",93.0,5.5,211,1999
Music of the Heart,['drama'],124.0,6.3,49,1999
Being John Malkovich,"['fantasy', 'drama', 'comedy']",112.0,7.3,1124,1999
Dreaming of Joseph Lees,"['romance', 'drama']",92.0,6.0,2,1999
Man Of The Century,"['romance', 'comedy']",80.0,0.0,0,1999
Princess Mononoke,"['adventure', 'fantasy', 'animation']",134.0,8.2,2041,1997
The Suburbans,"['comedy', 'drama']",81.0,4.0,11,1999
My Best Fiend,['documentary'],95.0,7.6,45,1999
Train of Life,"['drama', 'comedy', 'war']",103.0,7.4,48,1998
The Bachelor,['comedy'],101.0,4.5,84,1999
The Bone Collector,"['drama', 'mystery', 'thriller', 'crime']",118.0,6.5,843,1999
The Insider,"['drama', 'thriller']",157.0,7.3,489,1999
American Movie,['documentary'],107.0,7.7,57,1999
Last Night,"['romance', 'drama', 'science fiction']",95.0,7.0,41,1998
Portraits Chinois,"['drama', 'comedy']",111.0,7.5,2,1996
Rosetta,['drama'],95.0,7.2,52,1999
"They Shoot Horses, Don't They?",['drama'],129.0,7.4,51,1969
Battling Butler,"['drama', 'comedy']",77.0,5.7,13,2026
Bride of Re-Animator,"['comedy', 'horror', 'science fiction']",96.0,6.1,70,1989
Bustin' Loose,"['adventure', 'comedy']",94.0,5.7,15,1981
Coma,"['thriller', 'mystery', 'drama']",113.0,6.4,88,1978
Creepshow,"['horror', 'comedy', 'fantasy']",120.0,6.7,228,1982
Creepshow 2,['horror'],92.0,5.9,133,1987
Re-Animator,"['science fiction', 'comedy', 'horror']",86.0,7.0,263,1985
Drugstore Cowboy,"['crime', 'drama']",100.0,7.0,117,1989
Falling Down,"['crime', 'drama', 'thriller']",113.0,7.2,837,1993
The Funhouse,['horror'],96.0,5.8,69,1981
The General,"['action', 'adventure', 'comedy', 'drama']",79.0,8.0,240,2026
My Best Girl,"['drama', 'comedy', 'romance']",80.0,8.0,2,2027
Piranha,['horror'],94.0,5.7,120,1978
Rough Night in Jericho,['western'],104.0,7.3,5,2067
Slaughterhouse,['horror'],85.0,5.3,12,1987
The Taming of the Shrew,"['comedy', 'drama', 'romance']",122.0,6.9,35,2067
Nighthawks,"['action', 'crime', 'thriller']",99.0,6.4,87,1981
Yojimbo,"['drama', 'thriller']",110.0,8.0,334,2061
Repossessed,"['comedy', 'horror']",80.0,4.5,44,1990
The Omega Man,"['action', 'science fiction', 'thriller']",98.0,6.0,147,1971
Spaceballs,"['comedy', 'science fiction']",96.0,6.7,924,1987
Robin Hood,"['animation', 'family']",83.0,7.0,1155,1973
Mister Roberts,"['comedy', 'drama', 'family', 'war']",123.0,7.3,43,2055
Quest for Fire,"['adventure', 'drama']",100.0,7.2,111,1981
Little Big Man,"['adventure', 'western', 'history']",139.0,7.5,128,1970
A Face in the Crowd,['drama'],125.0,7.4,48,2057
Trading Places,['comedy'],116.0,7.1,763,1983
Meatballs,['comedy'],92.0,5.9,79,1979
Meatballs Part II,['comedy'],86.0,3.5,13,1984
Meatballs III: Summer Job,['comedy'],96.0,4.4,14,1986
Meatballs 4,['comedy'],84.0,3.3,4,1992
Dead Again,['thriller'],107.0,6.7,81,1991
Peter's Friends,"['comedy', 'drama']",101.0,6.7,46,1992
The Incredibly True Adventure of Two Girls In Love,"['comedy', 'drama', 'romance']",94.0,5.7,13,1995
Experience Preferred...But Not Essential,['comedy'],80.0,7.5,2,1982
Under the Rainbow,['comedy'],98.0,4.9,7,1981
How I Won the War,"['comedy', 'war']",109.0,5.6,10,2067
Light It Up,"['drama', 'thriller']",99.0,6.6,7,1999
Anywhere But Here,"['drama', 'comedy', 'romance']",114.0,5.9,67,1999
Dogma,"['fantasy', 'comedy', 'adventure']",130.0,6.8,842,1999
The Messenger: The Story of Joan of Arc,"['adventure', 'drama', 'action', 'history', 'war']",148.0,6.2,373,1999
Pokémon: The First Movie: Mewtwo Strikes Back,['animation'],75.0,6.7,336,1998
Felicia's Journey,['drama'],116.0,6.3,24,1999
Oxygen,"['mystery', 'thriller', 'crime', 'drama']",92.0,5.4,15,1999
Where's Marlowe?,"['comedy', 'mystery', 'thriller']",101.0,5.5,2,1998
The Ape,"['drama', 'horror', 'science fiction']",62.0,5.3,6,2040
British Intelligence,"['action', 'adventure']",61.0,5.8,5,2040
The Commitments,"['comedy', 'drama', 'music']",118.0,7.4,132,1991
Holiday Inn,"['comedy', 'drama', 'music', 'romance']",100.0,7.1,55,2042
The Longest Day,"['action', 'drama', 'history', 'war']",178.0,7.3,237,2062
Poison Ivy,['thriller'],93.0,5.2,85,1992
Poison Ivy: The New Seduction,"['thriller', 'romance']",93.0,4.1,28,1997
Ten Benny,"['drama', 'action']",108.0,10.0,1,1995
Tora! Tora! Tora!,"['history', 'action', 'drama', 'adventure', 'war']",144.0,6.9,150,1970
Women on the Verge of a Nervous Breakdown,"['comedy', 'drama']",88.0,7.6,149,1988
The Verdict,['drama'],129.0,7.4,132,1982
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,['drama'],100.0,6.9,12,1972
The Adventures of Buckaroo Banzai Across the 8th Dimension,"['comedy', 'science fiction']",103.0,6.3,103,1984
Stand and Deliver,['drama'],103.0,7.3,60,1988
Moonstruck,"['comedy', 'drama', 'romance']",102.0,6.7,173,1987
The Sandpiper,"['drama', 'romance']",117.0,5.7,16,2065
Jeremiah Johnson,"['adventure', 'western']",108.0,7.5,126,1972
Repulsion,"['drama', 'horror', 'thriller']",105.0,7.5,218,2065
Irma la Douce,"['comedy', 'romance']",135.0,7.1,74,2063
42 Up,"['documentary', 'foreign']",139.0,6.6,9,1998
Liberty Heights,['drama'],127.0,6.7,19,1999
Mansfield Park,"['drama', 'romance']",112.0,6.7,81,1999
"Goodbye, 20th Century","['adventure', 'comedy', 'fantasy', 'science fiction']",83.0,7.5,2,1998
Sleepy Hollow,"['drama', 'fantasy', 'thriller', 'mystery']",105.0,6.9,1774,1999
The World Is Not Enough,"['adventure', 'action', 'thriller']",128.0,6.0,878,1999
All About My Mother,"['comedy', 'drama']",101.0,7.4,337,1999
Home Page,['documentary'],102.0,0.0,0,1998
The Living Dead Girl,['horror'],86.0,6.0,18,1982
Babes in Toyland,['comedy'],73.0,6.6,28,2034
Scrooged,"['fantasy', 'comedy', 'drama']",101.0,6.7,395,1988
