title,budget,production_companies,genres,keywords,overview,vote_count,vote_average
Mulholland Drive,15000000,"['Asymmetrical Productions', 'Les Films Alain Sarde', 'Babbo Inc.']","['thriller', 'drama', 'mystery']","['schizophrenia', 'identity', 'amnesia']","After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",1477,7.6
Blood and Chocolate,0,"['Lakeshore Entertainment', 'Metro-Goldwyn-Mayer (MGM)', 'Daniel Bobker Productions']","['drama', 'fantasy', 'horror', 'romance']","['chocolate', 'werewolf', 'woman director']",A young teenage werewolf is torn between honoring her family's secret and her love for a man.,87,5.4
You Will Meet a Tall Dark Stranger,22000000,['Antena 3 Films'],"['comedy', 'drama', 'romance']",[],"Two married couples find only trouble and heartache as their complicated lives unfold. After 40 years of marriage, Alfie leaves his wife to pursue what he thinks is happiness with a call girl. His wife, Helena, reeling from abandonment, decides to follow the advice of a psychic. Sally, the daughter of Alfie and Helena, is unhappy in her marriage and develops a crush on her boss, while her husband, Roy, falls for a woman engaged to be married.",251,5.8
Never Let Me Go,15000000,"['Fox Searchlight Pictures', 'DNA Films', 'Film4']","['drama', 'romance', 'science fiction']","['soul', 'based on novel', 'sadness']","As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",737,6.8
The Company,0,[],['drama'],['miniseries'],"Real-life figures from the Cold War era mix with a fictional story based on a group of CIA operatives and their counterparts in the KGB, MI6, and the Mossad.",12,7.0
Transsiberian,15000000,"['Lietuvos Kinostudija', 'Scout Productions', 'Telecinco Cinema']","['thriller', 'crime', 'mystery']","['china', 'married couple', 'backpacker']",A Trans-Siberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.,195,6.5
The Clan of the Cave Bear,15000000,"['The Guber-Peters Company', 'Warner Bros.', 'Producers Sales Organization (PSO)']","['adventure', 'drama']","['stone age', 'tribe', 'cavemen']","Natural changes have the clans moving. Iza, medicine woman of the ""Clan of the Cave Bear"" finds little Ayla from the ""others""' clan - tradition would have the clan kill Ayla immediately, but Iza insists on keeping her. When the little one finds a most needed new cave, she's allowed to stay - and thrive.",27,4.8
Crazy in Alabama,0,"['Columbia Pictures', 'Green Moon Productions']","['comedy', 'drama']",[],An abused wife heads to California to become a movie star while her nephew back in Alabama has to deal with a racially-motivated murder involving a corrupt sheriff.,12,6.5
Funny Games,15000000,"['Celluloid Dreams', 'Tartan Films', 'Film4']","['horror', 'thriller', 'crime']","['brother brother relationship', 'boat', 'psychopath']","When Ann, husband George and son Georgie arrive at their holiday home they are visited by a pair of polite and seemingly pleasant young men. Armed with deceptively sweet smiles and some golf clubs, they proceed to terrorize and torture the tight-knit clan, giving them until the next day to survive.",545,6.3
Listening,0,"['Young Medium', 'Listen Film']","['drama', 'thriller', 'science fiction']","['secret', 'telepathy', 'technology']","For years, we have tried to harness the power of the human mind_ and failed. Now, one breakthrough will change everything. Beyond technology. Beyond humanity. Beyond control. David, Ryan, and Jordan hope the telepathy invention will solve all their problems, but the bleeding-edge technology opens a Pandoras box of new dangers, as the team discovers that when they open their minds, there is nowhere to hide their thoughts.",31,5.5
Felicia's Journey,0,"['Alliance Atlantis Communications', 'Icon Entertainment International', 'Marquis Films Ltd']",['drama'],"['suspense', 'series of murders']","A solitary middle-aged bachelor and a naive Irish teenager transform one another's lives to arrive at a place of recognition, redemption and wisdom in Atom Egoyan's adaptation of William Trevor's celebrated 1994 novel. Seventeen and pregnant, Felicia travels to England in search of her lover and is found instead by Joseph Ambrose Hilditch, a helpful catering manager whose kindness masks a serial killer. Hilditch has murdered several young women, but he has no conscious awareness of the crimes; like Felicia, he doesn't see his true self. Felicia's Journey is a story of innocence lost and regained: Felicia awakens to the world's dangers and duplicities; and Hilditch, who grew up lonely and unloved, comes to realize what was taken from him, and what he himself has taken.",23,6.6
Metropolis,92620000,"['Paramount Pictures', 'Universum Film (UFA)']","['drama', 'science fiction']","['man vs machine', 'underground world', 'inventor']","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",657,8.0
District B13,12000000,"['Canal Plus', 'TF1 Films Production', 'EuropaCorp']","['action', 'thriller', 'science fiction']","['paris', 'bomb', 'vororte']","Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",565,6.5
Things to Do in Denver When You're Dead,8000000,['Miramax Films'],"['drama', 'crime']","['father son relationship', 'bounty hunter', 'boat']",A mafia film in Tarantino style with a star-studded cast. Jimmys The Saint gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as The Man with the Plan.,85,6.7
The Assassin,15000000,"['Media Asia Films', 'Sil-Metropole Organisation', 'Central Motion Pictures']","['action', 'drama', 'history']","['assassin', 'tang dynasty', 'ancient china']",A female assassin during the Tang Dynasty who begins to question her loyalties when she falls in love with one of her targets.,157,6.6
Buffalo Soldiers,15000000,"['Grosvenor Park Films LLP', 'Film4', 'Good Machine']","['drama', 'comedy', 'war', 'crime', 'thriller']","['germany', 'corruption', 'sex']","Set just before the fall of the Berlin Wall in 1989, Sgt. Ray Elwood is an American soldier stationed at a German army camp. A soldier because a judge gave him a choice between the army and jail, Ray spends much of his free time cooking cocaine for the MPs. When a soldier dies and a toxicology screen shows an alarming level of illegal narcotics, someone is sent in to investigate.",93,6.5
The Return,0,['Ren Film'],"['thriller', 'drama', 'mystery']","['return', 'brother', 'heavy rain']",A story of two Russian boys whose father suddenly returns home after a 12-year absence. He takes the boys on a holiday to a remote island on a lake that turns into a test of manhood of almost mythic proportions.,100,7.4
Ong Bak 2,8500000,['Iyara Films'],"['adventure', 'action', 'thriller']",['sequel'],Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father.,152,6.0
Centurion,12000000,"['Pathé Pictures International', 'UK Film Council', 'Celador Films']","['adventure', 'action', 'drama']","['roman empire', 'ancient rome', 'ancient world']","Britain, A.D. 117. Quintus Dias, the sole survivor of a Pictish raid on a Roman frontier fort, marches north with General Virilus' legendary Ninth Legion, under orders to wipe the Picts from the face of the Earth and destroy their leader, Gorlacon.",386,5.9
Silent Trigger,15000000,"['Newmarket Capital Group', 'Cine Grande Corporation', 'Filmline International']","['drama', 'action', 'thriller']",[],"Waxman is a former Special Forces soldier who is now working as a heavily armed assassin for a top secret government agency. When a covert mission goes terribly wrong, Waxman and fellow assassin Clegg become that agency's prime targets.",22,5.0
The Midnight Meat Train,15000000,"['Lions Gate Films', 'Lakeshore Entertainment', 'GreeneStreet Films']","['mystery', 'drama', 'crime', 'thriller', 'horror']","['photographer', 'butcher', 'vegetarian']","The photographer Leon lives with his girlfriend and waitress Maya waiting for a chance to get in the photo business. When Maya contacts their friend Jurgis, he schedules a meeting for Leon with the successful owner of arts gallery Susan Hoff; she analyzes Leon's work and asks him to improve the quality of his photos. During the night, the upset Leon decides to wander on the streets taking pictures with his camera, and he follows three punks down to the subway station; when the gang attacks a young woman, Leon defends her and the guys move on. On the next morning, Leon discovers that the woman is missing. He goes to the police station, but Detective Lynn Hadley does not give much attention to him and discredits his statement. Leon becomes obsessed to find what happened with the stranger and he watches the subway station. When he sees the elegant butcher Mahogany in the train, Leon believes he might be a murderer and stalks him everywhere, in the beginning of his journey to the darkness.",290,6.0
