talk_id,title,topics,description
894,LEGO for grownups,"['children', 'design', 'entertainment', 'entrepreneur', 'gaming', 'toy']","LEGO blocks: playtime mainstay for industrious kids, obsession for many (ahem!) mature adults. Hillel Cooperman takes us on a trip through the beloved bricks' colorful, sometimes oddball grownup subculture, featuring CAD, open-source robotics and a little adult behavior."
854,Glimpses of a pristine ocean,"['economics', 'fish', 'missionblue', 'oceans', 'science', 'marinebiology', 'coralreefs']","Enric Sala shares glorious images -- and surprising insights and data -- from some of the most pristine areas of the ocean. He shows how we can restore more of our oceans to this healthy, balanced state, and the powerful ecological and economic benefits of doing so."
623,Adjustable liquid-filled eyeglasses,"['globalissues', 'health', 'healthcare', 'innovation', 'invention', 'productdesign', 'sight', 'globaldevelopment']","Josh Silver delivers his brilliantly simple solution for correcting vision at the lowest cost possible -- adjustable, liquid-filled lenses. At TEDGlobal 2009, he demos his affordable eyeglasses and reveals his global plan to distribute them to a billion people in need by 2020."
1092,The birth of a word,"['brain', 'children', 'language', 'time']","MIT researcher Deb Roy wanted to understand how his infant son learned language -- so he wired up his house with videocameras to catch every moment (with exceptions) of his son's life, then parsed 90,000 hours of home video to watch ""gaaaa"" slowly turn into ""water."" Astonishing, data-rich research with deep implications for how we learn."
42464,"""To Make Use of Water""","['ted-ed', 'animation', 'poetry', 'immigration', 'writing']","This animation is part of the TED-Ed series, ""There's a Poem for That,"" which features animated interpretations of poems both old and new that give language to some of life's biggest feelings. [Poem by Safia Elhillo, directed by Jeffig Le Bars and J̩r̩mie Balais, music by Jeffig Le Bars]."
2331,Why climate change is a threat to human rights,"['climatechange', 'globalissues', 'humanity', 'inequality', 'politics']","Climate change is unfair. While rich countries can fight against rising oceans and dying farm fields, poor people around the world are already having their lives upended -- and their human rights threatened -- by killer storms, starvation and the loss of their own lands. Mary Robinson asks us to join the movement for worldwide climate justice."
11976,What I've learned about parenting as a stay-at-home dad,"['tedx', 'parenting', 'children', 'creativity', 'family', 'humanity', 'identity', 'work-lifebalance', 'personalgrowth', 'socialchange', 'society']","Glen Henry got his superpowers through fatherhood. After leaving behind a job he hated and a manager he didn't get along with, he went to work for an equally demanding boss: his kids. He shares how he went from thinking he knew it all about being a stay-at-home parent to realizing he knew nothing at all -- and how he's now documenting what he's learned. "
1729,The silent drama of photography,"['brazil', 'activism', 'environment', 'globalissues', 'photography']","Economics PhD Sebastịo Salgado only took up photography in his 30s, but the discipline became an obsession. His years-long projects beautifully capture the human side of a global story that all too often involves death, destruction or decay. Here, he tells a deeply personal story of the craft that nearly killed him, and shows breathtaking images from his latest work, Genesis, which documents the world's forgotten people and places."
21017,The little risks you can take to increase your luck,"['business', 'collaboration', 'communication', 'success', 'personalgrowth']","Luck is rarely a lightning strike, isolated and dramatic -- it's much more like the wind, blowing constantly. Catching more of it is easy but not obvious. In this insightful talk, Stanford engineering school professor Tina Seelig shares three unexpected ways to increase your luck -- and your ability to see and seize opportunities."
2845,The era of blind faith in big data must end,"['algorithm', 'data', 'inequality', 'marketing', 'society', 'technology']","Algorithms decide who gets a loan, who gets a job interview, who gets insurance and much more -- but they don't automatically make things fair. Mathematician and data scientist Cathy O'Neil coined a term for algorithms that are secret, important and harmful: ""weapons of math destruction."" Learn more about the hidden agendas behind the formulas."
2530,"Who are you, really? The puzzle of personality","['communication', 'humanity', 'personality', 'identity', 'humor', 'self', 'psychology', 'introvert', 'tedbooks']","What makes you, you? Psychologists like to talk about our traits, or defined characteristics that make us who we are. But Brian Little is more interested in moments when we transcend those traits -- sometimes because our culture demands it of us, and sometimes because we demand it of ourselves. Join Little as he dissects the surprising differences between introverts and extroverts and explains why your personality may be more malleable than you think."
1237,Finding life we can't imagine,"['tedx', 'bacteria', 'biology', 'evolution', 'life', 'science']","How do we search for alien life if it's nothing like the life that we know? Christoph Adami shows how he uses his research into artificial life -- self-replicating computer programs -- to find a signature, a ""biomarker,"" that is free of our preconceptions of what life is."
1964,Why giving away our wealth has been the most satisfying thing we've done,"['activism', 'business', 'money', 'philanthropy']","In 1993, Bill and Melinda Gates took a walk on the beach and made a big decision: to give their Microsoft wealth back to society. In conversation with Chris Anderson, the couple talks about their work at the Bill &amp; Melinda Gates Foundation, as well as their marriage, their children, their failures and the satisfaction of giving most of their money away."
